current_path,file_type,current_role,entry_point,imported_by,reads,writes,test_coverage,stability,proposed_action,proposed_target,migration_phase,compatibility_requirement,risk,notes
tests/test_evaluate_delaurier_residual_model.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_evaluate_delaurier_residual_model.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_frequency_resolved_backbone_comparison.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_frequency_resolved_backbone_comparison.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_fx_fz_structured_correction.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_fx_fz_structured_correction.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_fyb_learnability_diagnostics.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_fyb_learnability_diagnostics.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_lateral_retained_energy.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_lateral_retained_energy.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_level2_replay.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_level2_replay.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_materialize_split_from_log_assignment.py,python,test or frozen fixture,no,,parquet;csv;text,parquet;csv;JSON/text,,stable,MOVE,tests/integration/test_materialize_split_from_log_assignment.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_metadata.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_metadata.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_model_sanity_checks.py,python,test or frozen fixture,no,,,parquet,,stable,MOVE,tests/integration/test_model_sanity_checks.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_phase.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_phase.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_phase_structured_wrench_correction.py,python,test or frozen fixture,no,,text,parquet,,stable,SPLIT,tests/integration/test_phase_structured_wrench_correction.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move; additional split target: tests/unit/test_phase_structured_wrench_correction.py; classify individual tests in 0C10
tests/test_pipeline.py,python,test or frozen fixture,no,,parquet;csv;text,parquet;csv;JSON/text,,stable,SPLIT,tests/integration/test_pipeline.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move; additional split target: tests/unit/test_pipeline_helpers.py; classify individual tests in 0C10
tests/test_prediction_curve_plots.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/integration/test_prediction_curve_plots.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_prior_nonlinear_calibration.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_prior_nonlinear_calibration.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_prior_nonlinear_exp3.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_prior_nonlinear_exp3.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_prior_regression_calibration.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_prior_regression_calibration.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_prior_vs_tcn_comparison.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/regression/test_prior_vs_tcn_comparison.py,0C10,pytest node mapping documented,MEDIUM,provisional regression classification; validate runtime/data cost before move
tests/test_px4_flap_ratio_contract.py,python,test or frozen fixture,no,,text,,,stable,MOVE,tests/regression/test_px4_flap_ratio_contract.py,0C10,pytest node mapping documented,MEDIUM,provisional regression classification; validate runtime/data cost before move
tests/test_regenerate_canonical_from_accepted_logs.py,python,test or frozen fixture,no,,csv;text,parquet;csv;JSON/text,,stable,MOVE,tests/integration/test_regenerate_canonical_from_accepted_logs.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_resample.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_resample.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_rotational_replay_diagnostics.py,python,test or frozen fixture,no,,,parquet;JSON/text,,stable,MOVE,tests/integration/test_rotational_replay_diagnostics.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_short_horizon_replay.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/integration/test_short_horizon_replay.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_signal_preprocessing.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_signal_preprocessing.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_target_generation_sensitivity.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/integration/test_target_generation_sensitivity.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_training.py,python,test or frozen fixture,no,,parquet;csv;text,parquet;model,,stable,SPLIT,tests/integration/test_training_jobs.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move; additional split targets: tests/unit/test_training_features_models.py and tests/regression/test_training_protocol.py; classify individual tests in 0C10
tests/test_wing_tail_my_alignment.py,python,test or frozen fixture,no,,,JSON/text,,stable,MOVE,tests/integration/test_wing_tail_my_alignment.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_wing_wrench_theta_sweep.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/integration/test_wing_wrench_theta_sweep.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_wrench_label_input_filtering.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_wrench_label_input_filtering.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_wrench_label_lag_sweep.py,python,test or frozen fixture,no,,parquet;text,parquet;csv;JSON/text,,stable,MOVE,tests/integration/test_wrench_label_lag_sweep.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_wrench_label_preprocessing_diagnostics.py,python,test or frozen fixture,no,,csv,parquet,,stable,MOVE,tests/integration/test_wrench_label_preprocessing_diagnostics.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
